id.tweet	date	author	text	app	followers	following	first.HT
1.29503432415326E+018	2020-08-16 16:26:58	@m0ucho	RT @Daniel_SM9: La fumada que llevan los del #Madrid16A es histórica. https://t.co/YLbtg2RUtH	Twitter for Android	25	432	Madrid16A
1.29503432506753E+018	2020-08-16 16:26:58	@ATomarPorculoSi	RT @SaHuFe: PERO DE DÓNDE SALE TANTA GENTE INCONSCIENTE para ir al #Madrid16A ??  https://t.co/xEwkiurEKM	Twitter for Android	4030	663	Madrid16A
1.29503432581E+018	2020-08-16 16:26:58	@bjgarcab	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	240	170	Madrid16A
1.29503432715217E+018	2020-08-16 16:26:58	@HectorBGV	RT @fcuartero: Hola @BoseOfficial, ya estoy listo para la mani #Madrid16A ¿Donde quedamos? https://t.co/Wm3cBZVap0	Twitter for Android	2945	3099	Madrid16A
1.29503432759678E+018	2020-08-16 16:26:58	@AngonNacho	RT @GobernoAlem: Viendo cómo hablas eres persona de riesgo. Deja de hacer tonterías, deja de decir tonterías y deja de exponer a la gente.	Twitter for Android	61	129	None
1.29503432835174E+018	2020-08-16 16:26:59	@Onnekacum	#Madrid16A La izquierdona culpando a la población de la absoluta ineptitud de su Gobierno que son muchísimos y todos cobran de nosotros para gobernar, pero en vez de gobernar se limitan a prohibir porque prohibir no les exige ni trabajo ni gasto.	Twitter Web App	160	1	Madrid16A
1.29503433075927E+018	2020-08-16 16:26:59	@laofendidita	RT @elpadrecorajede: Para los que dicen que el virus no existe , que el chip irá en la vacuna y que la Tierra es plana. #Madrid16A https://t.co/IIxgbFnGm8	Twitter for Android	8	94	Madrid16A
1.29503433282287E+018	2020-08-16 16:27:00	@MesutFerreiro	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter Web App	311	343	Madrid16A
1.29503433406432E+018	2020-08-16 16:27:00	@tuninadelsol	RT @beingatramp: ¿Dónde estáis @policia? Veo a mucha gente sin mascarilla.	Twitter for Android	1868	1825	None
1.29503433484023E+018	2020-08-16 16:27:00	@Laauperez__	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	641	377	Madrid16A
1.29503433524712E+018	2020-08-16 16:27:00	@lujanable_	"RT @AdrianensisEC: ""pues yo tengo un amigo que fuma porros y está bien"" el amigo:"	Twitter for Android	189	203	None
1.29503433549465E+018	2020-08-16 16:27:00	@AbogadaGalan	"RT @ElHuffPost: Varias decenas de personas se manifiestan en Madrid contra el uso de la mascarilla al grito de ""queremos ver el virus"" https://t.co/DANAu3kHGJ #Madrid16A"	Twitter Web App	131	422	Madrid16A
1.29503433784759E+018	2020-08-16 16:27:01	@PremierCarriesU	RT @Daniel_SM9: La fumada que llevan los del #Madrid16A es histórica. https://t.co/YLbtg2RUtH	Twitter for Android	83	357	Madrid16A
1.29503433955047E+018	2020-08-16 16:27:01	@socallmerory	Y ya no solo lo digo por personas como yo, ni siquiera los médicos saben cómo reaccionaría nuestro cuerpo, palabras de mi cardióloga. Sino también por vosotros, porque lo más importante es la salud. Sois afortunados de estar sanos, no lo malgastéis así #Madrid16A	Twitter for Android	117	670	Madrid16A
1.29503434090104E+018	2020-08-16 16:27:02	@MatiMatarredona	#StopPseudociencias #SiHayPandemia #NoHayNuevoOrdenMundial #FarsadeNWO #Loquehayesunapandadedelirantepidiendocasito #Madrid16A  La lejia ClO2 que no falte en el akelarre https://t.co/wW3cLr4I9l	Twitter Web App	1532	2455	StopPseudociencias
1.29503434170215E+018	2020-08-16 16:27:02	@Warrior87x	L@s que asistan a #Madrid16A deberían perder el derecho a la Sanidad Pública si enferman de COVID. Fin.	Twitter for Android	2057	843	Madrid16A
1.29503434290177E+018	2020-08-16 16:27:02	@polroc	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter Web App	1946	5005	Madrid16A
1.2950343432121E+018	2020-08-16 16:27:02	@addacantarero	"RT @SchrodingerGata: IMPORTANTE: Si después de asistir a la manifestación os encontráis mal, no asistáis a la sanidad pública, es todo una mentira y el covid no existe. Id a casa de Miguel Bosé, él os acogerá y os cantará el ""Sana Sanita"" o el ""Amante Bandido"", lo que prefiráis."	Twitter for iPhone	647	819	None
1.29503434289339E+018	2020-08-16 16:27:02	@osk3ar	https://t.co/40Z59qUO19	Twitter for Android	740	655	None
1.29503434827467E+018	2020-08-16 16:27:03	@elisalgr	Cuanto gilipollas suelto 🙈🙈	Twitter for Android	712	817	None
1.29503434970494E+018	2020-08-16 16:27:04	@charada1957	RT @Daniel_SM9: La fumada que llevan los del #Madrid16A es histórica. https://t.co/YLbtg2RUtH	Twitter for Android	1309	1609	Madrid16A
1.29503435061093E+018	2020-08-16 16:27:04	@Binban18	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	144	171	Madrid16A
1.29503435092961E+018	2020-08-16 16:27:04	@MoyanoRuben	Imagina lo que tiene que ser tener la cantidad de neuronas justas para no cagarte encima.	Twitter for iPhone	646	353	None
1.29503435566084E+018	2020-08-16 16:27:05	@LauGates6661	RT @_mitsukisoul: Pues yo tengo un amigo que lleva fumando porros desde los 12 años y está genial no sé qué  El amigo: https://t.co/YQiyE4wn0Y	Twitter Web App	532	199	None
1.29503435675977E+018	2020-08-16 16:27:05	@SergioCype10	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	233	73	Madrid16A
1.29503435666738E+018	2020-08-16 16:27:05	@HalomoGamer	Tenemos noticias frescas de #Madrid16A! https://t.co/ZYRG5qIR8D	Twitter Web App	43	64	Madrid16A
1.29503435782512E+018	2020-08-16 16:27:06	@Silviafisioter1	RT @bicicletagris: —Es una conspiración. —Ya. —No pienso llevar mascarilla. —Vale. —Nos quitan la libertad. —Vale. —Todo es mentira. —Ya. —Los sanitarios están comprados. —Asumo que si te contagias, renunciarás a tu cama en la UCI ¿verdad? —BUENO, A VER. #Madrid16A	Twitter for Android	11	60	Madrid16A
1.29503435897425E+018	2020-08-16 16:27:06	@NoemiRosValenc2	RT @ElConstitucion2: Luis de Benito (Médico que destrozó a La 1 hace unos días) vuelve a la carga contra RTVE y el gobierno.  #Madrid16A https://t.co/SuiEsDs24w	Twitter for Android	3867	3538	Madrid16A
1.29503435929732E+018	2020-08-16 16:27:06	@ro63be80la99	RT @marferen: #Madrid16A Convertir la negativa a llevar mascarilla en un ejercicio de rebeldía es una tontería. La rebeldía se muestra ante el poder que nos somete de manera injusta. Esto es simplemente atentar contra el bien común: la salud de toda una comunidad. https://t.co/KqoZBzT2Ko	Twitter for Android	82	49	Madrid16A
1.29503435980483E+018	2020-08-16 16:27:06	@Bombii2016	RT @c_r3t: Yo les retiraba la tarjeta sanitaria a los del #Madrid16A, verás qué pronto se le quitaban las tonterías	Twitter for Android	174	709	Madrid16A
1.2950343612938E+018	2020-08-16 16:27:06	@martagp_97	RT @DonMuelle: Vergüenza tener que compartir país con semejante panda de subnormales, espero que cuando necesiten hospital se queden en casa abrazados. #Madrid16A  https://t.co/6SBCBnYqjM	Twitter for iPhone	324	191	Madrid16A
1.2950343619649E+018	2020-08-16 16:27:07	@loqdigalaru_bia	RT @matronicidio: Los antimascarillas de #Madrid16A deberían haber estado en primera línea allá por marzo, cuando nuestros jefes nos prohibían usar mascarillas, mientras caíamos como chinches. Ahí es donde había que echarle dos ovarios.	Twitter for Android	308	305	Madrid16A
1.29503436299669E+018	2020-08-16 16:27:07	@davsta10	La policía solo para cuando haya que dar un par de hostias en un desahucio	Twitter for Android	320	230	None
1.29503436351677E+018	2020-08-16 16:27:07	@_crxstal_xwl_	"RT @QVEF_: ""Pues yo tengo un amigo que lleva toda la vida drogándose y no le ha pasado nada"" El amigo:"	Twitter for Android	378	3536	None
1.29503436382717E+018	2020-08-16 16:27:07	@CaminarSin	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	6639	1779	Madrid16A
1.29503436494698E+018	2020-08-16 16:27:07	@Alvaro69344762	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	7	13	Madrid16A
1.29503436568105E+018	2020-08-16 16:27:08	@MercedesBiosca	Vergüenza e indignación . Una cosa es la libertad de expresión y otra atentar contra la salud pública.	Twitter for Android	1191	565	None
1.29503436594948E+018	2020-08-16 16:27:08	@Pedro15monte	Que conste en acta	Twitter for Android	18	90	None
1.29503436612145E+018	2020-08-16 16:27:08	@Beelzebul96	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	134	153	Madrid16A
1.29503436663314E+018	2020-08-16 16:27:08	@nyecnyec	RT @GobernoAlem: Después de ver lo del #Madrid16A, lo que habría que prohibir es la endogamia.	Twitter Web App	1791	2130	Madrid16A
1.29503436722036E+018	2020-08-16 16:27:08	@jonathanestrell	RT @ElHuffPost: La Organización Médica Colegial pide a la Comunidad de Madrid que impida la manifestación antimascarillas https://t.co/SSbl4QFozP #Madrid16A	Twitter for Android	167	281	Madrid16A
1.295034368617E+018	2020-08-16 16:27:08	@Anapipio19	Lo peor esq no pdo desear q se contagien pq entonces ponen en peligro al resto de españoles que no somos gilipollas	Twitter for Android	430	424	None
1.29503436869677E+018	2020-08-16 16:27:08	@_b_e_a_t_x_n_g_	Ya sabemos en que 14 días los casos van a dispararse 🤡	Twitter Web App	118	162	None
1.2950343713349E+018	2020-08-16 16:27:09	@nurselisauwu	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	35	51	Madrid16A
1.29503437260998E+018	2020-08-16 16:27:09	@igakstar	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for Android	58	183	Madrid16A
1.29503437642267E+018	2020-08-16 16:27:10	@Elaedas	RT @ramonlobo: Os pondría a trabajar en el campo a 20 euros la jornada, de sol a sol, en lugar de los inmigrantes para que puedas hablar de libertad con más conocimiento	Twitter for Android	170	146	None
1.2950343766156E+018	2020-08-16 16:27:10	@12_elio	RT @estuveayer: Convertir la negativa a llevar mascarilla en un ejercicio de rebeldía es una tontería. La rebeldía se muestra ante el poder que nos somete de manera injusta. Esto es simplemente atentar contra el bien común: la salud de toda una comunidad. #Madrid16A https://t.co/YV0PFYDLE7	Twitter for Android	247	491	Madrid16A
1.29503437681267E+018	2020-08-16 16:27:10	@JairmBolsonarro	RT @GobernoAlem: Después de ver lo del #Madrid16A, lo que habría que prohibir es la endogamia.	Twitter for iPhone	555	31	Madrid16A
1.29503437748375E+018	2020-08-16 16:27:10	@T4k0o_	@ElHuffPost Tiene que dar gusto pasear hoy por Madrid, se han reunido todos los subnormales en el mismo punto #Madrid16A	Twitter for Android	60	248	Madrid16A
1.2950343784527E+018	2020-08-16 16:27:11	@12derivaciones	RT @julymed08: Y lo digo sin acritud, a algunos entes llamados seres humanos le hace falta un meteorito, de sentido común, de amor al prójimo y un poco de realidad en tragos amargos. Cuesta mucho salvar una vida, muchísimo más que inventarse teorías. Los sanitarios merecemos RESPETO. #Madrid16A	Twitter for Android	97	224	Madrid16A
1.29503437961446E+018	2020-08-16 16:27:11	@Crashista	Todo mi apoyo a los de #Madrid16A ya está bien de la manipulación y el control de masas de los medios de comunicación, que llevan hablando de un aumento de contagios desde que se aplanó la curva para seguir con la misma narrativa	Twitter for Android	112	201	Madrid16A
1.29503438052469E+018	2020-08-16 16:27:11	@rusineta	RT @DonMuelle: Vergüenza tener que compartir país con semejante panda de subnormales, espero que cuando necesiten hospital se queden en casa abrazados. #Madrid16A  https://t.co/6SBCBnYqjM	Twitter Web App	2717	2479	Madrid16A
1.29503438052469E+018	2020-08-16 16:27:11	@Carlos150894	RT @Rodrister: NO SOMOS DELINCUENTES, QUEREMOS RESPIRAR https://t.co/LSjII19qtz	Twitter Web App	579	679	None
1.29503438140969E+018	2020-08-16 16:27:11	@Alonso210615	🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️	Twitter for Android	145	5001	None
1.29503438148518E+018	2020-08-16 16:27:11	@_crxstal_xwl_	RT @angiedts_: es que sus ojos me recuerdan al yorkshire de mi abuela cuando se quedó ciego	Twitter for Android	378	3536	None
1.29503438212273E+018	2020-08-16 16:27:11	@BezaresFernando	RT @GobernoAlem: A ver, a los del #Madrid16A, solo os pido una cosa. Poneos una pulsera o una camiseta que diga que sois vosotros, algo que os identifique. Y así cuando os vean entrar por urgencias sabrán que NO hay que atenderos.	Twitter for Android	426	331	Madrid16A
1.29503438381722E+018	2020-08-16 16:27:12	@OscardelasHeras	RT @almosa75: Ya están pteparados @BoseOfficial y los de #Madrid16A para la manifestación. https://t.co/Ll2sZWTR4X	Twitter for Android	2038	1572	Madrid16A
1.29503438433312E+018	2020-08-16 16:27:12	@desintonizado	RT @mariocalonge: https://t.co/ffKFT1rhnD	Twitter for Android	367	385	None
1.29503438454704E+018	2020-08-16 16:27:12	@ExtranoTipo	RT @LanetaSola: Vosotros id con la mascarilla puesta hasta en el baño, tragaos vuestro CO2, inhalad las bacterias de la mascarilla, debilitad vuestro sistema inmunitario... No investiguéis ni os cuestionéis nada. Total, los que os estamos advirtiendo somos cuatro locos 🙃 #Madrid16A	Twitter Web App	229	460	Madrid16A
1.2950343853146E+018	2020-08-16 16:27:12	@alexschrodinger	#Madrid16A @DGobiernoMadrid @policia Este señor son mascarilla, Luis de Benito, dice que usted ha matado a 30mil personas y que actúa de mala fe. Tampoco habla muy bien el reportero son mascarilla. P. D: está rodeado de más personas sin mascarilla https://t.co/1mbE0x8OUe https://t.co/zVi1I2i1W6	Twitter for Android	210	168	Madrid16A
1.29503438637568E+018	2020-08-16 16:27:12	@kokotero95	RT @HeladerAltanera: No se @BillGates... A lo mejor toca pulir un poquito más el microchip que Miguel Bosé habla como Cortana con siete cubalitros encima	Twitter for Android	82	241	None
1.29503438640511E+018	2020-08-16 16:27:12	@topicmind	RT @sylvialarcn: luce un poco desorientado Helge Doppler	Twitter for Android	153	419	None
1.29503438722718E+018	2020-08-16 16:27:13	@ochinabos	RT @Lukipuk20937893: https://t.co/gdfi9nUqDQ https://t.co/RD9BTinOej	Twitter Web App	5834	2886	None
1.29503438780174E+018	2020-08-16 16:27:13	@Elemmusique	RT @HallNoBot: @policia, @ComunidadMadrid ¿se puede confinar a estos gilipollas en la plaza de Colón durante 14 días? Más que nada para protegernos al resto del rebrote. #Madrid16A	Twitter for Android	123	312	Madrid16A
1.29503438809121E+018	2020-08-16 16:27:13	@Ahuio98	"RT @QVEF_: ""Pues yo tengo un amigo que lleva toda la vida drogándose y no le ha pasado nada"" El amigo:"	Twitter for Android	250	215	None
1.29503438884199E+018	2020-08-16 16:27:13	@SergioCype10	RT @AcevAsociacion: Llegan las primeras imágenes de la manifestación antimascarilla. #Madrid16A https://t.co/sRP9q0Q3bL	Twitter for Android	233	73	Madrid16A
1.29503439070846E+018	2020-08-16 16:27:13	@barbysev	Esto os da pa 2 temporadas de misterio...🤦🤦🤦🤦 @navedelmisterio	Twitter for Android	1184	4235	None
1.29503439237349E+018	2020-08-16 16:27:14	@jperis78	RT @dangarcar: ¿Se imaginan un colaborador de tv llamando subnormales a los ancianos que se movilizan por las pensiones, a los que criticaban la guerra de Irak, a los sindicatos el 1M o a las feministas el 8M? Este señor llama subnormales a los asistentes a una manifestación legal y autorizada	Twitter for iPhone	661	2380	None
1.29503439482309E+018	2020-08-16 16:27:14	@KALEDIAN	Esta gente vota.  Pa que la próxima vez que te quieras quedar en casa te lo pienses.	Twitter for iPhone	4745	999	None
1.29503439501594E+018	2020-08-16 16:27:15	@quediseh	cuando os estéis muriend0 cantad igual subnormales	Twitter for iPhone	3657	370	CarlWinslou
1.2950349007526E+018	2020-08-16 16:29:15	@MercedesBiosca	RT @ElHuffPost: La Organización Médica Colegial pide a la Comunidad de Madrid que impida la manifestación antimascarillas https://t.co/SSbl4QFozP #Madrid16A	Twitter for Android	1191	565	Madrid16A
1.29503490659936E+018	2020-08-16 16:29:16	@FOSFORILASA	RT @eerieJo: Mañana, 16/agosto, estaré en Madrid trabajando. Estaré atendiendo a pacientes en el hospital dónde pasé noches enteras firmando certificados de defunción e intentando hacer algo por las personas que allí ingresaban. Estaré con mi mascarilla, sin duda. Las 24 horas. #Madrid16A https://t.co/opIniVjSHw	Twitter Web App	155	689	Madrid16A
1.29503490699782E+018	2020-08-16 16:29:17	@soy_santos_96	imagino que habrá multas no?????  #Madrid16A	Twitter for iPhone	131	439	Madrid16A
1.29503491034916E+018	2020-08-16 16:29:17	@ariasdelhero	RT @DavidCastilloBe: Una semana en el monte sin móvil, sin electricidad y sin agua corriente y acabaran besando las antenas los anti 5G. #Madrid16A	Twitter for Android	46	718	Madrid16A
1.29503491066793E+018	2020-08-16 16:29:17	@JUANMARIAHDEZ	RT @JUANMARIAHDEZ: @ElHuffPost https://t.co/GR0FYCtAQN	Twitter for Android	2126	4910	None
1.29503491372971E+018	2020-08-16 16:29:18	@rubeenquevedo	RT @Loulogio_Pi: Se le ve lúcido y centrado.	Twitter for Android	798	5000	None
1.29503491479094E+018	2020-08-16 16:29:18	@97x_daniel	RT @CisneNegroJMAL: Primer video de la concentración de Pl Colón co ra los planes del NWO y la #Plandemia Veo muchos seres humanos con conciencia luchando por todos nosotros. #Madrid16A https://t.co/HssjaI0G2P	Twitter Web App	382	594	Plandemia
1.29503491488322E+018	2020-08-16 16:29:18	@josekm255	Cuando es la proxima concentracion??? #Madrid16A	Twitter for Android	180	2225	Madrid16A
1.29503491833926E+018	2020-08-16 16:29:19	@TSemillas	RT @GatunaGuerrera: A 15 minutos de empezar y en pleno agosto!! #16Agosto #Madrid16A #man https://t.co/CIHdaI54hk	Twitter Web App	1092	1370	16Agosto
1.29503492026033E+018	2020-08-16 16:29:20	@Rafamedher	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for iPhone	336	895	Madrid16A
1.29503492132987E+018	2020-08-16 16:29:20	@Pedro15monte	Vergüenza de países, de país no de compatriotas nefastos	Twitter for Android	18	90	None
1.2950349213718E+018	2020-08-16 16:29:20	@RipamontiDiego	Buscando a #MiguelBosé en la transmisión en directo de la manifestación #Madrid16A https://t.co/yzgGxX3MTc	Twitter Web App	77	67	MiguelBosé
1.29503492273485E+018	2020-08-16 16:29:20	@ShinjiHHHLee	RT @PepaFIowers: No achaquéis lo de Miguel Bosé a la edad.  -A la Izquierda, Jane Fonda 82 años: Activista por los derechos humanos, Feminista, Ecologista. -A la derecha, Miguel Bosé 64 años: Activista en...en...eing??  #Madrid16A https://t.co/aPpWJ4oiHL	Twitter Web App	149	850	Madrid16A
1.2950349229237E+018	2020-08-16 16:29:20	@IskraZb	RT @BoseOfficial: Concentración Masiva #Madrid16A La cita es a las 18:00hrs en la Plaza Colón, Madrid. https://t.co/f3F4SD8EjM	Twitter for Android	1	50	Madrid16A
1.29503492304522E+018	2020-08-16 16:29:20	@Musicaesvida93	RT @marferen: #Madrid16A ¿Mascarilla o tubo endotraqueal conectado a un respirador? Tú decides.  https://t.co/1o0MJ37Iaa	Twitter Web App	326	1003	Madrid16A
1.295034925566E+018	2020-08-16 16:29:21	@_Juljuljul	@policia. En Madrid, sin distancia ni mascarillas. ¿DONDE ESTAN USTEDES ??????	Twitter for Android	137	358	None
1.29503492620357E+018	2020-08-16 16:29:21	@martafi13	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for iPhone	264	334	Madrid16A
1.29503492736959E+018	2020-08-16 16:29:21	@nanaocho	Y esta #Madrid16A va a ser la justificación para aumentar los casos...y confinarnos de nuevo que apostamos??	Twitter for Android	204	279	Madrid16A
1.29503492826717E+018	2020-08-16 16:29:22	@AJRodrguez2	RT @revistamongolia: Miguel, ¿Va Bill Gates hoy a la mani?	Twitter for iPhone	23	38	None
1.29503493018824E+018	2020-08-16 16:29:22	@Enfermera_mera	Espero que a los de #Madrid16A no se os ocurra pisar un hospital porque empezáis con síntomas de un virus que no existe. Pero ojo, ni vosotros, ni vuestros familiares, a ver si así erais tan listos y valientes	Twitter for Android	493	415	Madrid16A
1.29503493080053E+018	2020-08-16 16:29:22	@abcd31826022	RT @beingatramp: ¿Dónde estáis @policia? Veo a mucha gente sin mascarilla.	Twitter for iPhone	82	200	None
1.29503493099773E+018	2020-08-16 16:29:22	@blurofthestars_	Verle no sé, notarle creo que le vais a notar por gilipollas.	Twitter for iPhone	694	176	None
1.29503493164786E+018	2020-08-16 16:29:22	@Isabeloto2	RT @PepaFIowers: No achaquéis lo de Miguel Bosé a la edad.  -A la Izquierda, Jane Fonda 82 años: Activista por los derechos humanos, Feminista, Ecologista. -A la derecha, Miguel Bosé 64 años: Activista en...en...eing??  #Madrid16A https://t.co/aPpWJ4oiHL	Twitter for Android	275	2295	Madrid16A
1.29503493226021E+018	2020-08-16 16:29:23	@adrilopzgarr	"RT @EnfrmraSaturada: Las personas que van hoy a #Madrid16A porque están en contra de las mascarillas y ""la farsa de la Covid-19"", ¿también están en contra de ser atendidas en hospitales y centros de salud llegado el momento?. Por respetar su voluntad, más que nada."	Twitter for iPhone	400	256	Madrid16A
1.29503493254962E+018	2020-08-16 16:29:23	@barbysev	RT @GobernoAlem: A ver, a los del #Madrid16A, solo os pido una cosa. Poneos una pulsera o una camiseta que diga que sois vosotros, algo que os identifique. Y así cuando os vean entrar por urgencias sabrán que NO hay que atenderos.	Twitter for Android	1184	4235	Madrid16A
1.29503493261248E+018	2020-08-16 16:29:23	@_AlbeRMS_	RT @DavidClout1981: A los que de verdad habéis organizado esta mierda #Madrid16A y os escondéis tras @BoseOfficial   Mirar este vídeo  https://t.co/ANUPgzuPPo	Twitter for Android	1742	1265	Madrid16A
1.29503493277193E+018	2020-08-16 16:29:23	@Pepiner_MR	https://t.co/BvgHsmnFSf	Twitter for Android	357	297	None
1.2950349358044E+018	2020-08-16 16:29:23	@chrisfer33	RT @Medicilio: Si después del #Madrid16A hay un repunte de casos, ingresos y muertes en Madrid, también vais a echarle la culpa al 8M? #COVID19 #16Agosto #coronavirus	Twitter for iPhone	337	311	Madrid16A
1.2950349373772E+018	2020-08-16 16:29:24	@rbagues	RT @Daniel_SM9: La fumada que llevan los del #Madrid16A es histórica. https://t.co/YLbtg2RUtH	Twitter for Android	1330	2998	Madrid16A
1.29503493823703E+018	2020-08-16 16:29:24	@Al_Riv3rs	¿Dónde está @policia  cuando hace falta?	Twitter Web App	298	284	None
1.29503493988127E+018	2020-08-16 16:29:24	@Myrdin_Emrys	RT @Daniel_SM9: La fumada que llevan los del #Madrid16A es histórica. https://t.co/YLbtg2RUtH	Twitter Web App	121	642	Madrid16A
1.295034941647E+018	2020-08-16 16:29:25	@Noe_Urdangaray	Quieren VER el virus???	Twitter for Android	1996	494	None
1.29503494230977E+018	2020-08-16 16:29:25	@IbaiLlanos	Nos vamos a la putísima mierda	Twitter for iPhone	1990325	689	None
1.2950349426075E+018	2020-08-16 16:29:25	@Kikinsky_	RT @miyawakidinades: si es que nos merecemos que nos digan de todo	Twitter for iPhone	692	583	None
